Company Name,Rating,Average Salary,Role
Wiaz International,,3L -3L,Data Scientist
Sistema,3.7,78T -86T,Data Scientist - Monthly Intern
Google,4.4,$1L -$1L,Data Scientist
Velmurugan Group Of Companies,3.2,15T -17T,Data Scientist - Monthly Intern
Planview,4.5,27L -29L,Data Scientist
ARI,3.7,3L -3L,Data Scientist - Intern
Google Cloud,4,42L -45L,Data Scientist
HP Inc.,4.2,10L -11L,Data Scientist
Star Union Dai-ichi Life Insurance,3.8,9L -10L,Data Scientist
AscentHR Services,3.4,3L -4L,Data Scientist
Kanerika Software,4.6,10L -11L,Data Scientist
"AnalyticsPlus, LLC",4,8L -9L,Data Scientist
Maxgen Technologies,4.8,10T -10T,Data Scientist - Monthly
IMMO Information Technology,2.5,16T -18T,Data Scientist - Monthly
OnlyGroup Healthcare,4.1,52T -56T,Data Scientist - Monthly
Alpha AI,3.6,10T -11T,Data Scientist - Monthly Intern
Forec Software Solutions,5,6L -7L,Data Scientist
ICUBE Consultancy Services,4.2,7L -7L,Data Scientist
Corteva Agriscience,4.1,34T -37T,Data Scientist - Monthly
Pinhome,4.6,2L -2L,Data Scientist
"SRM University, Delhi NCR",3.5,48T -52T,Data Scientist - Monthly
Biocliq Technologies,4.5,13L -14L,Data Scientist
Auto Posto Aiwa,5,4L -4L,Data Scientist
Persistent Systems,4,2T -2T,Data Scientist - Hourly
INSAID,4.2,4L -4L,Data Scientist
Bharat Financial Inclusion,3.8,13L -14L,Data Scientist
Pugsoftonline,5,8L -9L,Data Scientist
MariApps,3.9,8L -8L,Data Scientist
JioSaavn,4,29T -31T,Data Scientist - Monthly
Diageo,4,16L -18L,Data Scientist
Arthmate,4.2,3L -3L,Data Scientist
Whisp R&D,5,9L -10L,Data Scientist
Tattle,3.8,68T -74T,Data Scientist - Monthly Contractor
ZignaAI,,3L -3L,Data Scientist
Spinnaker,3.2,25T -27T,Data Scientist - Monthly
Snipe Tech Pvt Ltd.,4.8,33T -36T,Data Scientist - Monthly
ELEXTEL,2,20T -22T,Data Scientist - Monthly
Wozti Infotech,3.5,18T -19T,Data Scientist - Monthly Intern
The Goddard School,3.4,25T -26T,Data Scientist - Monthly
Happay,4,5L -5L,Data Scientist - Monthly
Shenzyn,4.7,6L -6L,Data Scientist
iNeuron,4.4,4L -4L,Data Scientist
Shreyas Tech Solutions,3.6,2L -3L,Data Scientist
Ankit R Jain & Associates,4,6L -6L,Data Scientist
Weir Group,3.9,11L -11L,Data Scientist
Unknown Planner,3.8,1L -1L,Data Scientist - Monthly
"CSAA Insurance Group, a AAA Insurer",3.7,2L -3L,Data Scientist
SOTI,3.7,7L -8L,Data Scientist
Erp and Erp,3.7,18L -19L,Data Scientist
Proitbridge,5,4L -5L,Data Scientist
eMudhra,4,4L -5L,Data Scientist
GlobalStat,5,6L -6L,Data Scientist
Coupa Software Inc,4.1,78T -86T,Data Scientist - Intern
"Paragon Systems, Inc.",3.3,9L -10L,Data Scientist
Ticketmaster,4,19L -21L,Data Scientist
Philips Lighting,3.7,10L -11L,Data Scientist
Aiila Innovations,5,4L -5L,Data Scientist
SMS,3.9,12L -13L,Data Scientist
IQM,4.2,5L -5L,Data Scientist
Bluegen Solutions,3.4,12T -13T,Data Scientist - Monthly
StockX,3.7,21L -23L,Data Scientist
Groww,4.2,36T -39T,Data Scientist - Monthly
Elie Tahari,2.8,11L -12L,Data Scientist
ZF Group,3.9,96T -1L,Data Scientist - Intern
Proclan Technologies,3.9,5L -6L,Data Scientist
Citizen (India),3.4,20T -22T,Data Scientist - Monthly
Big J Enterprises,4,3L -3L,Data Scientist
Daksh Solutions,4.5,6L -6L,Data Scientist
Cognizant,3.8,14T -16T,Data Scientist - Monthly
DocOn Technologies,3.8,21L -23L,Data Scientist
Ravindra Bharathi Schools,4.1,26T -28T,Data Scientist - Monthly
MARS WEB Solution,4,10L -11L,Data Scientist
DeFuniak Springs Fire Department,4.6,33T -36T,Data Scientist - Monthly
PythonNut Technologies,4.2,5L -5L,Data Scientist
Twilio,3.8,24L -26L,Data Scientist
Brillio,3.8,26T -28T,Data Scientist - Monthly
Algebra Software Analytics,5,11L -12L,Data Scientist
MathU,4.5,10L -10L,Data Scientist
Head Field,3.4,38T -42T,Data Scientist - Monthly
STREAMVECTOR,3,11L -12L,Data Scientist
RNFI Services,3.8,5L -5L,Data Scientist
International Training Institute,5,1L -2L,Data Scientist - Monthly
Nitish Verma,4.2,10L -11L,Data Scientist
Goldman Sachs,3.9,1L -1L,Data Scientist - Monthly Intern
Algo8.ai,3.5,1L -2L,Data Scientist - Intern
JHD,3.3,1L -1L,Data Scientist
Pratham,3.9,38T -40T,Data Scientist - Monthly
Xenon Automotive,3.9,36T -38T,Data Scientist - Monthly Intern
MPL technologies,4.3,8L -9L,Data Scientist
IMDb,4.2,1L -1L,Data Scientist - Monthly
Sanmar Group,3.4,10L -10L,Data Scientist
H2O.ai,3.5,53T -57T,Data Scientist - Monthly Intern
Zoho,4.5,15T -16T,Data Scientist - Monthly Intern
OYE! Rickshaw,3.6,7L -7L,Data Scientist
Amiti Software Technologies,4.3,56L -61L,Data Scientist
HH Fremer Architects,3.9,5L -5L,Data Scientist
Grroom,3.5,10T -11T,Data Scientist - Monthly
Simplify3x,3.6,7L -8L,Data Scientist
DONE by NONE,4,$50T -$55T,Data Scientist - Monthly
GNK E Services,5,98T -1L,Data Scientist - Monthly
V-Labs,3.8,15L -17L,Data Scientist
Talocity InstaSolutions,3.4,9L -9L,Data Scientist
National Institute of Technology Karnataka,4.8,5L -6L,Data Scientist
DBS Bank,4,60T -65T,Data Scientist - Monthly Intern
Rubique,3.9,14L -16L,Data Scientist
Nacarato Volvo Trucks,1.9,10L -10L,Data Scientist
Uttar Pradesh Power,3.6,8L -9L,Data Scientist
Tiger Anlaytics,3.6,17L -18L,Data Scientist
Resonance (India),4,2L -3L,Data Scientist
D2K Technologies India,3.5,7L -7L,Data Scientist
Altimetrik,4.1,26T -28T,Data Scientist - Monthly Intern
Navedas,3.5,14L -16L,Data Scientist - Contractor
AIChunks,4.7,11T -12T,Data Scientist - Monthly
IoTian Technologies,,7L -7L,Data Scientist - Contractor
Dr Raghu Gill,,15L -16L,Data Scientist
Shure,4.5,20T -22T,Data Scientist - Monthly
Vumonic Datalabs,3.6,11T -12T,Data Scientist - Monthly Intern
Moksh (Australia),,5L -5L,Data Scientist
Dexler Information Solutions,4,17L -18L,Data Scientist
Phenom,3.8,26L -28L,Data Scientist
Soroco,2.7,3L -3L,Data Scientist - Contractor
GeoSpoc,4.5,1L -1L,Data Scientist - Monthly
Amgen,4.2,21L -22L,Data Scientist
Yes Bank,3.8,1L -1L,Data Scientist - Monthly
Sears,3.3,11L -11L,Data Scientist
Software Developer India,4.2,1T -1T,Data Scientist - Hourly
DBC,4.4,$90T -$97T,Data Scientist
UnitedHealth Group,3.7,27T -29T,Data Scientist - Monthly Intern
Money View,4.4,11L -12L,Data Scientist
Foundation for California Community Colleges,3.2,38L -42L,Data Scientist
Vigyanlabs Innovations,3.5,4L -4L,Data Scientist
UnitedHealthCare,3.7,8L -9L,Data Scientist
Goodwill,3.3,6L -7L,Data Scientist
Serum Institute of India,4,54T -60T,Data Scientist - Monthly
XXXX Brewery,3.9,9L -9L,Data Scientist
Stayzilla,3.5,14L -16L,Data Scientist
BITS Pilani,4.3,57L -62L,Data Scientist
Samatrix.io,4.4,24T -26T,Data Scientist - Monthly
iAnalyst Infotech,4.5,5L -5L,Data Scientist
Techstar Consulting,4,10L -11L,Data Scientist
Deutsche Welthungerhilfe,4.5,16L -17L,Data Scientist - Contractor
Decision Minds,4.2,18L -20L,Data Scientist
SeedOlabs,2.5,5L -5L,Data Scientist
Dataiku,4.2,26L -28L,Data Scientist
InGeneron,4.4,13L -14L,Data Scientist
Krish Compusoft Services,3.9,10L -11L,Data Scientist
NII Consulting,3.5,6L -6L,Data Scientist
Vkonex AI,3.7,4L -4L,Data Scientist
Nojima,3,14L -16L,Data Scientist
GoAir,2.7,10L -10L,Data Scientist
SelfEmployed.com,4.4,9L -9L,Data Scientist
HDFC Standard Life Insurance,3.8,19L -21L,Data Scientist
MoMagic Technologies,4.1,6L -6L,Data Scientist
Rplus Analytics,2.6,38L -41L,Data Scientist
Medgenome Labs,4.2,12L -12L,Data Scientist
Airavaat Car Rentals,,14L -15L,Data Scientist
Dellux Technologies,4.3,7L -8L,Data Scientist
Gritstone Technologies,4.6,24T -26T,Data Scientist - Monthly
YASH Technologies,3.8,10L -11L,Data Scientist
FreshersLive,4.1,3L -3L,Data Scientist
IQLECT,3.3,11T -12T,Data Scientist - Monthly Intern
DoWell Research,4.5,4T -4T,Data Scientist - Monthly Intern
NEORIS,4,16L -18L,Data Scientist
Shell,4.1,15T -16T,Data Scientist - Monthly Intern
Metallicz Media,,2L -3L,Data Scientist
Vsoft,4.6,5L -5L,Data Scientist
Gramener,4.5,11T -11T,Data Scientist - Monthly Intern
Elevate,3.7,7L -7L,Data Scientist
DataGarner,5,6L -6L,Data Scientist
Micron Technology,3.8,50T -54T,Data Scientist - Monthly Intern
Hloov,3.7,11L -12L,Data Scientist
Shrofile,4.7,11T -12T,Data Scientist - Monthly Intern
AvA-V,4.5,6L -6L,Data Scientist - Contractor
3Qi Labs,3.9,11L -12L,Data Scientist
DVSGI,4.2,30T -32T,Data Scientist - Monthly
Deepnate Technologies,1,4L -4L,Data Scientist
Tecversa IT Solutions,3.8,11L -12L,Data Scientist
Advertise Purple,4,2L -2L,Data Scientist
Educational Initiatives,3.7,13L -14L,Data Scientist
Awaze,3.3,20L -22L,Data Scientist
MANN+HUMMEL,3.5,12L -13L,Data Scientist
BrightChamps,3.8,239 -258,Data Scientist - Hourly
Relecura,4.8,3L -3L,Data Scientist
Webhelp,3.5,18L -19L,Data Scientist
DeepThought EduTech Ventures,4.2,12T -13T,Data Scientist - Monthly
Da-Com,3.6,64T -69T,Data Scientist - Monthly
Kumaraguru College of Technology,4,6L -6L,Data Scientist
EMPLOYERS,3.8,10L -11L,Data Scientist
Edubridge Learning,4.2,30T -33T,Data Scientist - Monthly
Roposo,4.2,32L -35L,Data Scientist
AgEye Technologies,3.6,5L -6L,Data Scientist
BNY Mellon,3.6,31L -34L,Data Scientist
Ecolab,3.7,6L -7L,Data Scientist
DB Corp,3.9,9L -9L,Data Scientist
Red Bull,4.2,95T -1L,Data Scientist - Monthly
James,3.9,1T -1T,Data Scientist - Hourly
CYFUTURE INDIA PRIVATE LIMITED,3.5,19T -21T,Data Scientist - Monthly
InvoLead,4.3,6L -6L,Data Scientist
ABC,3.9,CA$5L -CA$6L,Data Scientist
Altisource,3.3,15L -16L,Data Scientist
The Center of Applied Data Science,2.4,52T -56T,Data Scientist - Monthly
Honeywell,4,29T -31T,Data Scientist - Monthly Contractor
Nam Technologies,4.7,45T -49T,Data Scientist - Monthly
TruVoice,,7L -7L,Data Scientist
Triple-S Salud,3.8,30L -32L,Data Scientist
GetCapital,3.5,45T -49T,Data Scientist - Monthly
Sasan Power,4.3,33T -35T,Data Scientist - Monthly
Madhucon,3.3,96T -1L,Data Scientist - Monthly
Altimetrik,4.1,39T -42T,Data Scientist - Monthly
Western India Plywoods,3.5,2L -2L,Data Scientist
ASD Data Services,4.1,23L -24L,Data Scientist
Anuj,3.8,2L -2L,Data Scientist
CreditMantri,3.2,8L -8L,Data Scientist
Gi Group Holding,3.8,3L -3L,Data Scientist
SysCloud,3.1,9L -9L,Data Scientist - Intern
Adecco,3.7,11L -12L,Data Scientist
IMS People,3.9,34T -37T,Data Scientist - Monthly
Jay Ganesh,3.9,8L -9L,Data Scientist
Trell,3.7,2L -2L,Data Scientist - Monthly Intern
Corpindeed It Solutions (OPC),,10T -11T,Data Scientist - Monthly Intern
Data Annotation`,3.5,2L -3L,Data Scientist
[24]7.ai,4.1,85T -93T,Data Scientist - Monthly Intern
DEFTeam Solutions,3.8,4L -4L,Data Scientist
BSW Soft,3.9,5L -5L,Data Scientist
Kratos Analytical,2.5,3L -3L,Data Scientist
FloData Analytics,,8L -8L,Data Scientist
IIT Delhi,4.4,6L -6L,Data Scientist - Contractor
Icreon Communications,3.7,15L -17L,Data Scientist
Savart,3.8,14L -16L,Data Scientist
Verificient Technologies,4.2,11T -12T,Data Scientist - Monthly
Replicon,4.1,26L -28L,Data Scientist
Vemana Institute of Technology,4.4,6L -6L,Data Scientist
Quickwork,4.4,3L -3L,Data Scientist
TCS,3.9,11L -12L,Data Scientist - Intern
Volkswagen Group,4.2,52L -55L,Data Scientist
Robert Bosch India,4.1,2L -2L,Data Scientist - Contractor
AMIT,3.8,29T -31T,Data Scientist - Monthly
Applied Research Works,4,7L -7L,Data Scientist
dhiOmics Analytics Solutions,3.6,3L -4L,Data Scientist
Rosy Blue,3.4,5L -5L,Data Scientist - Monthly
Prescinto,4.5,12L -13L,Data Scientist
Harkins Theatres,3.7,98T -1L,Data Scientist
Kanini,4.5,6L -6L,Data Scientist
Crediwatch,3.1,1L -1L,Data Scientist
Jason's Deli,3.8,7L -8L,Data Scientist
Maropost,4.1,3L -3L,Data Scientist
Self Opportunity,4.3,12L -13L,Data Scientist
RyDOT Infotech,1,3L -4L,Data Scientist
KibbCom,4.3,34T -37T,Data Scientist - Monthly
Proven Consult,3.6,8L -8L,Data Scientist
Gamezop,4,12L -13L,Data Scientist
SweepLift,4,955 -1T,Data Scientist - Hourly
NA,5,17T -19T,Data Scientist - Monthly Contractor
Solytics Partners,4.1,6L -6L,Data Scientist
D&D Associates,2.8,38L -42L,Data Scientist
AgroStar,4.3,54T -59T,Data Scientist - Monthly Intern
TuringMinds.Ai,2.6,6L -7L,Data Scientist - Intern
Apna (India),3.1,96T -1L,Data Scientist - Monthly
Innova Solutions,4.1,8L -9L,Data Scientist
Oasis HR Corporate Solutions,4.5,8L -9L,Data Scientist
Yes Marketing,4.4,31T -34T,Data Scientist - Monthly
MeasureOne,4,17L -18L,Data Scientist
Techwave,3.6,3L -3L,Data Scientist
Accrete,4.9,13L -13L,Data Scientist
Capgemini Engineering,3.7,45T -49T,Data Scientist - Monthly Contractor
Pernod Ricard,4.2,42L -46L,Data Scientist
Kool Smiles,3.5,12L -13L,Data Scientist
MobME,4,8L -8L,Data Scientist
Technical Data Analysis,4.4,10T -11T,Data Scientist - Monthly
JOMO,3.8,1L -1L,Data Scientist
Western Coalfields,4.1,21T -23T,Data Scientist - Monthly Contractor
Creative Circle,3.9,26T -28T,Data Scientist - Monthly
Essker Technologies,3.1,4L -5L,Data Scientist
IOTric,4.7,5L -5L,Data Scientist
Iha Consulting Services,2.5,5L -6L,Data Scientist
AXA GO Business Operations,3.7,15L -16L,Data Scientist
DAP,3.9,10L -11L,Data Scientist - Intern
Honeywell Intelligrated,2.8,15L -17L,Data Scientist
Technohoste services,4,18L -19L,Data Scientist
Brains & Machines Innovative Solutions,4.2,3L -3L,Data Scientist
Government of Haryana,3.8,6L -7L,Data Scientist
BigHaat,4.2,15T -16T,Data Scientist - Monthly Intern
infoAnalytica,3.5,38T -41T,Data Scientist - Monthly
Polestar Solutions & Services India,4.4,5L -5L,Data Scientist
Carbynetech,3.9,10L -10L,Data Scientist
Goals101,4.4,10T -11T,Data Scientist - Monthly Intern
Angel One,4.1,21T -23T,Data Scientist - Monthly Intern
NNT Corp.,3.1,17L -18L,Data Scientist
Extentia,4,4L -4L,Data Scientist
Capgemini Engineering,3.7,49T -53T,Data Scientist - Monthly
LinkedIn,4.4,54T -59T,Data Scientist - Monthly Intern
enyway,4.5,5L -5L,Data Scientist
Ankursoft Technologies,3.2,97T -1L,Data Scientist - Monthly
Grmtech,3.9,21T -22T,Data Scientist - Monthly
Quinbay,4.1,3L -3L,Data Scientist - Intern
Exide Life,4.1,6L -6L,Data Scientist - Intern
The Cigna Group,3.7,14L -16L,Data Scientist
Royal Bank of Scotland International,4,27L -29L,Data Scientist
Axiom Ayurveda,3,9L -9L,Data Scientist
CureSee,5,17T -18T,Data Scientist - Monthly Intern
Neurosensum,4.1,6L -6L,Data Scientist
Harshit Info Solutions,4,2L -3L,Data Scientist
Real Time Signals,3.7,3L -4L,Data Scientist
Virohan,4.2,14L -16L,Data Scientist
Pasarpolis,3.3,10L -10L,Data Scientist
Zealeers Technologies,4.8,10L -10L,Data Scientist
Make Your Future Here,,13L -14L,Data Scientist
I'm beside you,4.6,26T -28T,Data Scientist - Monthly Intern
Lemnisk,4.1,22L -24L,Data Scientist
Cliently,4.4,4L -5L,Data Scientist - Contractor
NetApp,4.1,10L -11L,Data Scientist - Contractor
ABC do ABC,4.2,5L -6L,Data Scientist
Valuepitch E Technologies,4.5,4L -4L,Data Scientist
CSMCRI,4.1,2L -3L,Data Scientist
Sequel Information technologies,4.5,7L -8L,Data Scientist
GCC,4,12L -13L,Data Scientist
Kukun enterprise,3,16L -17L,Data Scientist
hpp,3.7,10L -10L,Data Scientist
Danalitic,4.4,50T -54T,Data Scientist
SM NetServ Technologies,4.1,6L -7L,Data Scientist
Cognizant Softvision,4,5L -5L,Data Scientist - Contractor
Wipro,3.1,11T -12T,Data Scientist - Monthly Intern
Yum! Brands,4.1,12L -13L,Data Scientist
TensorGo Technologies,3.8,5L -5L,Data Scientist
Citizn,1,16T -17T,Data Scientist - Monthly Intern
Indigen Technologies,4.4,62L -67L,Data Scientist
Intercontinental Exchange,3.8,7L -7L,Data Scientist
Nilfisk,3.8,6L -6L,Data Scientist
GOJO,3.5,48T -52T,Data Scientist - Monthly
Brisk Technologies,4.7,8L -9L,Data Scientist
Aakash Educational Services,3.6,53T -58T,Data Scientist - Monthly
CRAssociates,3.4,21L -23L,Data Scientist
Tata Consultancy Services (North America),3.8,3L -4L,Data Scientist - Intern
Medline Industries,3.6,14L -16L,Data Scientist
"First Rate, Inc",4.2,53T -57T,Data Scientist - Monthly
SAA,4,4L -4L,Data Scientist
Zopper,3.9,23L -26L,Data Scientist
Amazon,3.8,$2L -$2L,Data Scientist
GLOBO,4.1,5L -6L,Data Scientist - Intern
Sutherland,3.7,2L -2L,Data Scientist - Intern
Netcore Cloud,3.7,5L -5L,Data Scientist
IISER,3.8,48T -53T,Data Scientist - Monthly
Evolent Health,3.8,8L -8L,Data Scientist - Contractor
Algoscale,3.5,19L -21L,Data Scientist - Intern
Unacademy,3.7,7L -8L,Data Scientist
Electron Bridge,3,5L -6L,Data Scientist
Gallagher,3.5,21L -23L,Data Scientist
Netzwerk Academy,5,1L -1L,Data Scientist - Monthly
GALYTIX,3.3,6L -7L,Data Scientist - Contractor
Neogenics,5,15T -16T,Data Scientist - Monthly
Soujanya,3.8,6L -6L,Data Scientist
The Sparks Foundation,3.8,3L -4L,Data Scientist
Vaidik Eduservices,4.1,34T -37T,Data Scientist - Monthly
UPL,4.3,2L -2L,Data Scientist
Rutuja Creation Ahmedabad,4.2,1L -1L,Data Scientist
Teknuance Info Solutions,3.2,3L -3L,Data Scientist
Lowe's Home Improvement,3.5,10L -10L,Data Scientist - Intern
Autonomus Solutions,3,6L -6L,Data Scientist
Leo Burnett,3.7,2L -3L,Data Scientist
DCIL,3.6,4L -4L,Data Scientist
Daksh,3,48T -52T,Data Scientist - Monthly
JAYESH,3.7,6L -6L,Data Scientist
SimpliContract,4.9,6L -6L,Data Scientist
Spiceworks Ziff Davis,3.6,21L -23L,Data Scientist
Innodatatics,4.3,9T -9T,Data Scientist - Monthly
In Time Tec,4,37T -41T,Data Scientist - Monthly
AI Touch,4.3,5L -5L,Data Scientist
Bharat Petroleum,3.8,21L -23L,Data Scientist
Kunal Associates,,5L -5L,Data Scientist - Monthly
Frontend Revolution,4.1,15T -17T,Data Scientist - Monthly
Cornerstone Solutions,4.3,14T -16T,Data Scientist - Monthly Intern
Broadridge,4,13L -14L,Data Scientist - Contractor
Enquero,4,10L -11L,Data Scientist
KNOWARTH Technologies,3.4,5T -6T,Data Scientist - Monthly Intern
Maestro Intellect,4.4,4L -4L,Data Scientist
OneView,4,5L -6L,Data Scientist
Cipio India,,3L -4L,Data Scientist
Liverage Technology,5,11L -12L,Data Scientist
EX2 Solutions,4.7,12L -13L,Data Scientist
Way2News,4.3,3L -3L,Data Scientist
Dvija Consultancy,5,16L -18L,Data Scientist
Rajat Minerals,3.9,4L -4L,Data Scientist - Intern
BumperCrop,3,1T -1T,Data Scientist - Hourly
Systech Solutions,3.9,13L -14L,Data Scientist
Synchrone,4.1,6L -6L,Data Scientist
Co-op,3.6,19L -20L,Data Scientist
MicroNet IT Solutions,3.8,1L -1L,Data Scientist - Monthly
Vytec,,8T -9T,Data Scientist - Monthly Intern
OnPassive,3.9,5L -5L,Data Scientist
FreeCharge,4.1,10T -11T,Data Scientist - Monthly Intern
Parshva Enterprises,,30T -33T,Data Scientist - Monthly
Hospital Sisters Health System,3.6,24T -26T,Data Scientist - Monthly Intern
Hiddime,4.6,7L -7L,Data Scientist
EcoSmart,2.8,7L -7L,Data Scientist
Thinkzy Tech,3.9,8L -9L,Data Scientist
Nagendran & Co,3.6,6L -6L,Data Scientist
Amobee,3.5,10L -11L,Data Scientist - Contractor
Em Raaga Informatics,4.8,8L -8L,Data Scientist
Student Beans,4.5,50T -54T,Data Scientist - Monthly
Boeing,3.9,19L -21L,Data Scientist
FactSet,4.1,3L -3L,Data Scientist
Infosys,3.3,$5L -$5L,Data Scientist - Intern
Terrain Art,,7L -7L,Data Scientist
Zepto (India),3.9,9L -10L,Data Scientist
Global AI,3.8,7L -8L,Data Scientist
General Motors (GM),4,18L -19L,Data Scientist
Hughes Systique,4.3,8L -9L,Data Scientist
Spectra,3.7,4L -5L,Data Scientist
Mate Labs,4.4,22T -24T,Data Scientist - Monthly Intern
Brillica Services,4.7,10T -11T,Data Scientist - Monthly Intern
Equifax Analytics,3.4,12L -12L,Data Scientist
Sigma Group (NJ),,5L -5L,Data Scientist
IVEOND,3.7,14L -15L,Data Scientist
Experian,4.2,30T -32T,Data Scientist - Monthly Intern
AiMLanalytics,5,10T -10T,Data Scientist - Monthly
Brainwonders,4.5,6L -6L,Data Scientist
Indian Institute of Technology Bhubaneswar,3.7,30T -32T,Data Scientist - Monthly
Excelvisor,5,4L -4L,Data Scientist
CoreStack,3.8,11L -12L,Data Scientist
NielsenIQ,3.9,4L -4L,Data Scientist
Augment Systems,3.4,38T -41T,Data Scientist - Monthly
ShellSquare,3.4,5L -5L,Data Scientist
Tata Institute of Social Sciences,4.1,7L -8L,Data Scientist
CIOP,4.4,6L -6L,Data Scientist
HCL Technologies,3.7,15L -17L,Data Scientist
Free Doctor Helpline,4.7,20T -22T,Data Scientist - Monthly
SIBIA Analytics and Consulting Services,3.8,8L -9L,Data Scientist
Traform,3.4,5L -6L,Data Scientist - Intern
Ninestars Information Technologies,3.2,3L -3L,Data Scientist
Money View,4.4,39T -42T,Data Scientist - Monthly Intern
Navigine,,28T -31T,Data Scientist - Monthly
Don't Know,3.9,3L -3L,Data Scientist
Zylotech,3.2,6L -6L,Data Scientist
Aspect Ratio,4.5,12L -13L,Data Scientist
AgreeYa Solutions,4.2,12L -13L,Data Scientist
Mitosis Technologies,4.1,3L -3L,Data Scientist
Meritor,3.7,19T -21T,Data Scientist - Monthly
KalaGato,3.2,10L -11L,Data Scientist
Bharti Airtel,4.2,$6L -$6L,Data Scientist
Rosary College of Commerce and Arts,,3L -3L,Data Scientist
Raghavendra Rathore Jodhpur,2.5,16L -17L,Data Scientist
Miko,4.4,7L -7L,Data Scientist
Stratotek,,2L -2L,Data Scientist
Cloud Dreams Technologies,3,8L -8L,Data Scientist
Datalogic,3.6,2L -2L,Data Scientist
Dayal Medical Aids,,10L -11L,Data Scientist
Vuram,4.7,1L -1L,Data Scientist - Monthly
Excell,3.7,29T -31T,Data Scientist - Monthly Contractor
Nestor,4.2,48L -52L,Data Scientist
NECCO,3.5,44T -47T,Data Scientist - Monthly
Digitivy Technology Solutions,5,5L -5L,Data Scientist
EDAG Group,3.6,73T -78T,Data Scientist - Monthly
North American Corporation,4.1,10T -10T,Data Scientist - Monthly
Upwork,4.1,16T -17T,Data Scientist - Monthly Intern
National Institute of Epidemiology,4.7,2L -2L,Data Scientist - Monthly Contractor
Magic9 Media Analytics,2.2,4L -4L,Data Scientist - Monthly
AIndra Labs,4.3,25T -27T,Data Scientist - Monthly
cARscan,3.8,8L -8L,Data Scientist
Batlivala & Karani Securities,3.4,6L -7L,Data Scientist - Monthly
Sundaram Clayton,3.5,10L -11L,Data Scientist
IBM,4,33T -35T,Data Scientist - Monthly
& Other Stories,3.7,7L -8L,Data Scientist
Axis Mutual Fund,4.1,87T -93T,Data Scientist - Monthly
Sportz Village Schools,3.8,31T -34T,Data Scientist - Monthly
Flex,3.9,14L -14L,Data Scientist
Accion Labs,4,21L -23L,Data Scientist
Abhinav Immigration Services Pvt. Ltd.,4,13L -14L,Data Scientist
Nico info systems india,,6L -7L,Data Scientist
Major League Hacking,4.7,31T -34T,Data Scientist - Monthly Intern
Marina Maher Communications,3.1,13L -14L,Data Scientist
Slide Inc,4.4,1L -1L,Data Scientist - Monthly
Practically,3.2,3L -4L,Data Scientist
Tech Data,3.7,994 -1T,Data Scientist - Hourly
National Pork Board,4.3,90T -98T,Data Scientist - Monthly
Octal Systems,4.5,6L -7L,Data Scientist
Aviatrix Systems,2.9,22L -24L,Data Scientist
IHX,4.8,57T -62T,Data Scientist - Monthly Intern
Analytixware,5,16L -17L,Data Scientist
Sonetel,4.4,7L -7L,Data Scientist
Schneider Electric,4.2,36T -39T,Data Scientist - Monthly Intern
Neerja Softwares,3.7,3L -3L,Data Scientist
Abacus.AI,4.9,$1L -$2L,Data Scientist
Datamatics Global Services,3.5,1L -1L,Data Scientist
Absolute Reports,4.6,10L -10L,Data Scientist
Chennai MetroWater Supply and Sewage Board,,52 -58,Data Scientist - Hourly Contractor
CIPL,3.9,86T -94T,Data Scientist - Monthly
BUDDI,3.4,6L -7L,Data Scientist
Chegg,4.1,21L -23L,Data Scientist
ProgoSoft,,6L -7L,Data Scientist
Foodhub,3.9,15L -17L,Data Scientist
Spinnaker Support,4.6,16L -18L,Data Scientist
Centre for Computational Technologies,3.7,5L -5L,Data Scientist
Centurion Software Solutions,4.5,9L -9L,Data Scientist
Neviton,3.4,11L -12L,Data Scientist
Stericinfotech,3.4,6L -6L,Data Scientist
Rebaca Technologies,3.8,11L -12L,Data Scientist
Mahindra,4,31T -34T,Data Scientist - Monthly Intern
Nuvoco Vistas,3.9,5L -5L,Data Scientist
ZoCareer Solutions,3,34T -36T,Data Scientist - Monthly
M&M Food Market,4.1,29T -31T,Data Scientist - Monthly
Cognerium Robotic Labs,2.6,16T -17T,Data Scientist - Monthly Intern
NHS,3.7,48T -52T,Data Scientist - Monthly
Clarion Hotels,3.4,10L -10L,Data Scientist
ideaForge,3.7,29L -31L,Data Scientist
Prakhar Software Solutions,3.6,6L -6L,Data Scientist
DataScientest,4.6,4L -4L,Data Scientist - Monthly
Ayata,3.1,7L -8L,Data Scientist
Proem Sports,,14L -15L,Data Scientist
Artificial Penetration,4.7,2L -2L,Data Scientist - Intern
National Thermal Power,4.3,26L -29L,Data Scientist
Game Marketing Genie,4.4,12L -13L,Data Scientist
Freelance,4.2,33L -35L,Data Scientist
Everyday Health Group,4.4,18L -20L,Data Scientist
PepsiCo,4,16L -17L,Data Scientist
SoftwareMent,,19T -21T,Data Scientist - Monthly
Quantic Technovations,4.6,10L -11L,Data Scientist
"Punitha Vijayakumar, MD",,4L -4L,Data Scientist
INSOFE,3.9,7L -7L,Data Scientist
SparkCognition,3.2,15L -16L,Data Scientist
Nucsoft,2.8,3L -4L,Data Scientist
Cars 24 Service,3.7,25L -27L,Data Scientist
Credo Health,2.9,13L -14L,Data Scientist
Dacasa Financeira,4.6,31L -34L,Data Scientist
